Title,Publication Date,Content,Newspaper Name
Indigenously designed and manufactured modular bridge inducted into Indian Army,"Last Updated: Feb 27, 2024, 03:56:00 PM IST","A 46-metre indigenously designed and manufactured modular bridge was inducted into the Indian Army on Tuesday, a move that will bolster the crucial bridging capability of the force's engineers. The induction ceremony took place at the Manekshaw Centre here in the presence of Army chief General Manoj Pande and senior officials of the Army and Larsen & Toubro (L&T).

""Over the next four years, a total of 41 sets, valued at Rs 2,585 crore, will be progressively inducted. The first set was inducted on Tuesday,"" a senior official said.

These ""game-changing bridges"" have been designed and developed by the Defence Research and Development Organisation (DRDO) and produced by L&T as a DRDO-nominated production agency.

The modular bridge is a ""mechanically-launched single-span, fully-decked 46-metre assault bridge, enabling the Army to overcome obstacles, such as canals and ditches, with ease. It will augment the crucial bridging capability of the Indian Army's engineers as these bridges are highly mobile, rugged, and designed for quick deployment and retrieval, aligning with the fast-paced nature of mechanised operations,"" the official said.

The induction of the modular bridge also highlights India's ""prowess in designing and developing advanced military equipment"" and underscores the country's commitment to ""Aatmanirbhar Bharat"" and self-reliance in defence production, the Army said.

The contract for the procurement of the modular bridges was signed with L&T in February 2023.

Each set of the modular bridge consists of ""seven carrier vehicles based on 8x8 heavy mobility vehicles and two launcher vehicles based on 10x10 heavy mobility vehicles"", the Army said.

These bridges can be employed over various types of obstacles like canals and ditches with quick launching and retrieval capabilities. The equipment is highly mobile, versatile, rugged and capable of keeping pace with wheeled and tracked mechanised vehicles, it added.

The modular bridges will replace the manually-launched medium girder bridges (MGBs) that are currently being used in the Army. The indigenously designed and manufactured modular bridges shall have many advantages over the MGBs, such as an increased span, less time for construction and mechanical launching with retrieval capability, officials said.

The acquisition of these bridges not only enhances the Army's operational effectiveness, but also showcases India's growing prominence in defence technology and manufacturing, they said.

(You can now subscribe to our Economic Times WhatsApp channel)",The economic times
How section 80C of the Income-tax Act can help you save tax,"Last Updated: Feb 27, 2024, 05:42:00 PM IST","Section 80C of the Income-tax Act, 1961 stands as one of the frequently utilized deductions. Whether you can avail the section 80C tax benefit depend on the tax regime you choose. This tax benefit is only available to those who select the old tax regime; those who opt for the new tax regime cannot avail this tax benefit.

Here is a look at how you can use section 80C of the income tax Act can help you save tax.

Also read: Income tax deductions available under section 80C in India

1. Section 80C allows individuals or Hindu Undivided Families (HUFs) to claim a maximum deduction of up to Rs 1.5 in a financial year, effectively diminishing their net taxable income and the corresponding tax liability.

2. In order to claim this deduction, a taxpayer must invest the specified amount in eligible investment instruments or spend it on designated expenses within the same financial year. Taxpayers can avail tax benefits under this section by investing or spending up to Rs 1.5 lakh in the specified avenues outlined within this section.

3. Eligible investment instruments include Employees' Provident Fund (EPF), Public Provident Fund (PPF), Equity-linked savings scheme (ELSS) mutual funds, Sukanya Samriddhi Savings Scheme, National Savings Certificate (NSC), five-year tax-saving fixed deposits with a bank and/or post office, National Pension System (NPS), and Senior Citizen Savings Scheme (SCSS).



4. It's important to note that each eligible investment avenue under Section 80C comes with its own investment limit, rate of return, liquidity, and tax treatment on its returns. These factors vary across different investment options, allowing taxpayers to choose the options that best suit their financial goals and preferences.

5. Expenses permitted under this section encompass various categories such as life insurance premiums, repayment of home loan principal, children's school fees, among others.

Important FAQs on section 80C of the income-tax Act.

What is section 80C?
Section 80C serves as a tax deduction aimed at lowering taxable income and subsequently reducing tax liabilities. This provision encompasses specific investment and payment avenues capable of decreasing taxable income by up to Rs 1.5 lakhs.

Who is eligible for 80C benefit?
Individuals and Hindu Undivided Families (HUFs) have the opportunity to save on their taxes through various tax-saving options provided under section 80C. This provision extends to both Indian residents and non-resident Indians. However, companies, partnerships, and other corporate entities are not eligible for this deduction. Further, only those who opt for the old tax regime can avail of this tax benefit. Those who choose the new tax regime do not get this tax benefit.

How much can be claimed under Section 80C?
Under Section 80C, individuals can claim a maximum deduction of up to Rs. 1.5 lakh from their total income.",The economic times
"Aadhaar card update: How to change your Aadhaar photo online, offline","Last Updated: Feb 27, 2024, 12:02:00 PM IST","The Unique Identification Authority of India (UIDAI) governs and issues Aadhaar. It is intended to record and validate every resident Indian citizen's information, including name, address, contact information, picture, and biometric information. It is essential that your Aadhaar Data is correct and remains updated always.

Many individuals are not happy with the one's Aadhaar Card photograph. So, such individuals can change their photograph by following a few simple steps.

Also read: New Aadhaar forms notified: How to cancel Aadhaar after attaining 18 years of age

Here is a step-by-step guide on how to change photo in Aadhaar Card.

How to change your Aadhaar photo
Steps 1: First of all, go to the official website of UIDAI i.e., https://uidai.gov.in/en/
Step 2: The homepage of the website will open on the screen
Step 3: Download the Aadhaar enrolment form and take out its printout
Step 4: Fill in the form with all the required details
Step 5: Visit your nearest Aadhaar Enrolment Centre/ Aadhaar Sewa Kendra
Submit the filled application form to the concerned officials
Step 6: Provide your biometric information
Step 7: Officials will take your live photograph

An acknowledgment slip with the Update Request Number (URN) will be sent to the applicant. To verify the status of the UIDAI Aadhaar update, keep the Update Request Number (URN) secure.

What is the fee to change your Aadhaar photo
The applicant must pay the Aadhaar executive a cost of Rs. 100 in order to update all of their data.

Can Aadhaar photo be uploaded online?
Biometric information such as iris, finger prints and facial photograph cannot be uploaded online.

Which details can be uploaded online
Name, address, date of Birth/Age, gender, mobile number, Email address, relationship status and information sharing consent, can be uploaded online.

Steps to Download the Aadhaar Card after Updating the Photo
To download the Aadhaar Card after updating the Photo, the user needs to follow the below-given steps:

First of all, go to the official website of UIDAI i.e., https://uidai.gov.in/en/
Step 1: Visit the website
Step 2: Click on the My Aadhaar tab followed by the Download Aadhaar option
Step 3: Enter your Aadhaar Number and the captcha code
Step 4: Click on the Send OTP button
Step 5: An OTP will be sent to your registered mobile number
Step 6: Enter the OTP and login
Step 7: Click on the download Aadhaar button to download your updated Aadhaar Card
Finally, take the printout of the downloaded Aadhaar

The following are some important details about the Aadhar card photo change:

You don't need any supporting paperwork in order to update the photo on your Aadhar card.
The executive takes a photo right there with the camera, so you don't need to submit one.
Up to ninety days may pass before the Aadhaar information are updated.
You may track the Aadhaar update's progress online using the URN shown on the Acknowledgment Slip.
There is no online process for altering the photo on an Aadhar card using the Self-Service Update Portal (SSUP).",The economic times
SC to Centre: Take call on standard hospital charges or we may slap CGHS rates,"Updated: Feb 28, 2024, 04:05 IST","NEW DELHI: A cataract surgery could cost up to Rs 10,000 per eye in a govt hospital and Rs 30,000-1,40,000 in a private facility. Supreme Court Tuesday took strong exception to this disparity and inability of the Centre to implement a 14-year-old law-Clinical Establishment (Central Government) Rules-mandating notification of a standard rate in consultation with states for treatment and procedures of ailments in metros, cities and towns.

Govt told SC though it had repeatedly written to states on this, they didn't respond. SC said citizens have a fundamental right to healthcare and the Centre can't shirk its responsibility on this ground.

It asked Union health secretary to call a meeting of his state counterparts to ensure notification of a standard rate within a month. ""If Union govt fails to find a solution, then we will consider petitioner's plea for implementing CGHS-prescribed standardised rates,"" SC warned.
SPONSORED LINKS 
YOU MAY LIKE
Master AI & ML Without Quitting Your Job
Great Learning
Sign Up
  by Taboola 
'Use central laws if states don't fix uniform hospital charges'
A PIL by NGO 'Veterans Forum for Transparency in Public Life' through advocate Danish Zubair Khan had sought a direction to Centre to determine rate of fee chargeable from patients in terms of Rule 9 of Clinical Establishment (Central Govt) Rules, 2012.
Under the Rules, all hospitals and clinical establishments, to keep intact their registration, must ""display rates charged for each type of service provided and facilities available for benefit of patients at a conspicuous place in vernacular as well as in English language; and charge rates for each type of procedures and services within range of rates determined and issued by Centre from time to time, in consultation with state govts.""


Petitioner told a bench of Justices B R Gavai and Sandeep Mehta that Centre acted promptly in notifying standardised rates for treatment of patients during Covid and that if states did not cooperate in framing range of rates for treatment of ailments, it could use powers under central laws to unilaterally notify fees to be charged for different procedures.
Delhi: Central Government's Ayushman Yojana is the biggest scam, says Arvind Kejriwal

Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
"After two additional seats, NDA just four short of Rajya Sabha majority mark of 121","Updated: Feb 28, 2024, 01:33 IST","NEW DELHI: Of 56 Rajya Sabha seats that fall vacant in April, BJP won 30 — 20 unopposed and 10 in elections held Tuesday. This would take the party’s tally in Rajya Sabha to 97 and that of BJP-led NDA to 117 — just four short of the majority mark of 121 in the 240-member House once all 56 members are sworn in. BJP remains the single largest party in RS with 97 members (including five nominated MPs who joined the party), followed by Congress with 29 members.

Two additional seats for BJP - one each from Himachal Pradesh and UP due to cross-voting - will take the party's tally in Rajya Sabha to 97.
The NDA, with 117 members, is now only four short of the majority mark of 121.

Once all 56 members elected in the biennial polls take oath, the strength of the upper House will stand at 240 after factoring in five vacancies (four from J&K and one from the nominated member category).

Forty-one of the 56 members got elected unopposed whereas 15 seats (10 in UP, four in Karnataka and one in HP) went to polls on Tuesday due to fielding of additional candidates by the NDA in three states. As per final results, BJP won 30 of the 56 seats.


During the biennial polls, the highest 10 seats were at stake in UP followed by six each in Maharashtra and Bihar; five each in Madhya Pradesh and West Bengal; four each in Karnataka and Gujarat; three each in Odisha, Telangana, Andhra Pradesh and Rajasthan; and one each in Uttarakhand, Himachal Pradesh, Haryana and Chhattisgarh.
After Tuesday's poll, BJP remains the single-largest party in RS with 97 members (including five nominated members who joined the party). It is followed by Congress with 29 members, Trinamool Congress with 13, DMK and AAP with 10 each, BJD and YSRCP with nine each, BRS with seven, RJD with six, CPM with five, and AIADMK and JD(U) with four each.
Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
"150 villagers reclaim land in Sandeshkhali, 400 complaints filed","Updated: Feb 28, 2024, 01:48 IST","SANDESHKHALI/KOLKATA: A number of Sandeshkhali villagers who had complained of land grabbing have begun reclaiming their land, with Bengal govt starting the process of returning them.

According to an administrative source, around 150 villagers had reclaimed their land in Sandeshkhali till Monday as the state Land and Land Reforms Department (LLRD) took steps to return properties based on complaints filed with Bermajur police camp and camp set up by LLRD.


""We received 400 complaints including land dispute issues like grabbing, converting into bheris (fish farms), allowing influx of saline water into bheris and non-payment of dues of land lease money. Of those, around 150 landowners in at least three gram panchayats have received their land deeds,"" North 24 Parganas DM Sharad Kumar Dwivedi told TOI.

The process of reconverting some fish farms into farmlands has also been initiated by irrigation and public health and engineering departments while inlets are being sealed to stop saline water from flowing in.

“Sandeshkhali will be downfall of Mamata Banerjee and TMC...” Assam CM Himanta Biswa Sarma

According to local sources, the action came in the wake of simmering anger in some trouble-torn areas, including Trimohini, Kaharpara, Patrapara, Bermajur and Jeliakhali.
In Kolkata, Union finance minister Nirmala Sitharaman on Tuesday said Bengal govt was not arresting the ""culprits of Sandeshkhali.""
“Sandeshkhali is just a trailer…” BJP’s Dilip Ghosh trains guns at Mamata Banerjee

Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
"Four Maoists shot dead in Bijapur, eight now killed in Bastar in four days","Updated: Feb 28, 2024, 02:00 IST","RAIPUR: Four Maoists were shot dead in back-to-back encounters in Bijapur district of Bastar, Chhattisgarh, on Tuesday. Eight Maoists have been killed in the past four days in Bastar - a clear sign that the forces are pushing deeper into insurgent strongholds.

Police obtained intelligence inputs about the presence of a large group of 40-50 Maoists in Bade Tungali and Chhote Tungali forests, around 30km from Bijapur district headquarters and 400km from Raipur.
The intel said there were some hardcore Maoists in the group, including platoon commander Prashant of West Bastar Division's Company No. 2, Matwada local squad commander Anil Punem and Bhairamgarh Area Janata Sarkar president ACM Rajesh.

SPONSORED LINKS 
YOU MAY LIKE
Master AI & ML Without Quitting Your Job
Great Learning
  by Taboola 
A joint team of District Reserve Guards, Bastar Fighters and CRPF set out on Monday to intercept the Maoists. The first gunfight broke out at 7am Tuesday. The Maoists retreated after a fierce exchange of fire. The forces went in pursuit and a second encounter erupted two hours later.
Bijapur SP Jitendra Kumar confirmed that the bodies of four Maoists - who are yet to be identified - have been recovered. Among the weapons seized are a barrel grenade launcher, a pistol, ammunition, tiffin bombs, 10 gelatin sticks and 15m safety fuses. As many as 315 indigenous weapons like knives, axes were also found.
Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
"Elon Musk raises his Microsoft 'customer care' complaint directly to Satya Nadella, here's what he said","Feb 27, 2024, 16:23 IST","Clearly the text didn’t seem to have worked. Elon Musk yesterday tweeted that he had sent a message to Microsoft CEO Satya Nadella about a problem he was having with his new Windows PC. Now, Musk has replied to a tweet made by Nadella on Microsoft’s latest acquisition. “Satya, I don’t mean to be a pest, but please allow people setting up a new Windows PC to skip creating a Microsoft account,” Musk said.
He further added that “this option disappears if the computer is connected to WiFi.”
Musk also revealed that he doesn’t have a personal email ID and Microsoft doesn’t allow to sign up with a work email ID. “Also, even if you do want to sign up, it won’t allow you use a work email address and I only *have* work emails addresses!”
Musk's tweets highlight a common user pain point. While Microsoft accounts offer features like OneDrive storage and app integration, many users prefer the option to avoid creating yet another online account, especially when setting up a new device. A user did point out that Musk had bypassed many customer support levels by reaching out to Nadella himself. Nadella hasn’t replied to Musk — at least not on X. Microsoft has not commented on the issue either.
The Tesla CEO specifically raised concerns about granting access to Microsoft's artificial intelligence (AI) on his computer, calling it ""messed up.”
SPONSORED LINKS 
YOU MAY LIKE
Master AI & ML Without Quitting Your Job
Great Learning
Sign Up
  by Taboola 
“Just bought a new PC laptop and it won’t let me use it unless I create a Microsoft account, which also means giving their AI access to my computer! This is messed up,” Musk said in a post on X. “There used to be an option to skip signing into or creating a Microsoft account,” he further said.
Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
Gunmen attack Manipur additional SP's home,"Updated: Feb 28, 2024, 02:13 IST","GUWAHATI: Unidentified gunmen fired several rounds at private residence of a police officer of the rank of additional SP in Manipur's Imphal East district on Tuesday and damaged four vehicles parked on the premises.
Nobody was harmed in the attack, police said even as conflicting reports emerged of the officer being kidnapped and later rescued.

Official version is that additional SP M Amit Singh wasn't home when the assailants forced their way into the compound of his house at Wangkhei Thangjam Leikai. As gunshots rang out, family members of the officer cowered inside, sources said.
SPONSORED LINKS 
YOU MAY LIKE
Hackers can take over your account - This is what you can do
Kaspersky
  by Taboola 

A PTI report, quoting officials in Imphal, said the officer attached to ""operations cell of Manipur Police was taken away from his residence in Wangkhei by members of Arambai Tenggoll, a Meitei organisation, who came firing shots"".

He was rescued by a police contingent within hours, the report said.
Manipur still tense… Security forces on alert in violence-hit Manipur as situation remains grim

""Alarmed by gunshots, the officer's father contacted his son, who rushed to the scene with a small team. The outnumbered cops were unable to prevent the kidnapping. Manipur Police quickly mobilised forces and launched a successful rescue operation.""

Unconfirmed reports said the officer suffered minor injuries and was taken to a private hospital in Imphal.
Breaking: Manipur HC modifies order on Meiteis that sparked ethnic violence

A defence spokesperson said that acting on specific intelligence about weapons and ammunition illegally stored in Sabungkhok Khunao-Chanung heights in Imphal East, a joint team of Army, Assam Rifles and Manipur Police launched a search operation and seized a single-barrel gun, three improvised mortars, a 9mm pistol, three grenades and ammunition.
According to a PTI report, Army was called in as fresh tension mounted in Manipur on Tuesday and four columns of Assam Rifles were deployed in Imphal East, officials said. Armed Forces (Special Powers) Act is not applicable in valley areas.
Manipur Breaking: Tribal body threatens to shut government offices in Churachandpur
Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
"How IIM Kozhikode's CEO Programme, with modules from Kellogg Executive Education, equips business leaders with a 360-degree transformation in leadership, AI applications & growth strategies","Updated: Feb 26, 2024, 14:23 IST","In the rapidly evolving landscape of business, CEOs are at the forefront of steering organisations through dynamic market shifts, geopolitical uncertainties, and the relentless march of disruptive technologies like AI and GenAI. While traditionally, a CEO had to steer their organisation with a keen focus on strategy, financial health, and operational efficiency, the contemporary business environment demands a much broader skill set.CEOs today find themselves needing to wear multiple hats to keep pace with the evolving technology and dynamic landscape. Beyond the traditional roles, modern CEOs are now also expected to be tech-savvy visionaries adept at harnessing the power of data analytics, artificial intelligence, and digital transformation. In essence, the expectations from CEOs have transformed, requiring them to be versatile leaders who can navigate the multifaceted challenges posed by the intersection of business and technology.
Looking at the need to equip modern-day CEOs with the right skill sets and exposure to evolving technologies, the Indian Institute of Management Kozhikode (IIMK) has introduced the Chief Executive Officer Programme– an innovative solution tailored to address the unique challenges faced by CEOs in today's competitive business environment. As part of this comprehensive program, participants have the exclusive opportunity to gain global excellence through modules from Kellogg Executive Education. Immersing themselves into the global cohorts of 'AI Applications for Growth' and 'Leading Growth Strategy,' participants can acquire nuanced perspectives, invaluable exposure, and the chance to network with esteemed professionals worldwide. This collaboration goes beyond traditional education, serving as a catalyst for the personal and professional transformation of CEOs and industry leaders. Programme takeaways include refining leadership styles, enhancing decision-making skills, and developing a truly global mindset.
More on programme features and highlights
This Chief Executive Officer Programme also offers two online modules from Kellogg Executive Education, through which learners will get global exposure with immersion into the global cohorts of 'AI Applications for Growth' and 'Leading Growth Strategy'. The programme curriculum is designed to meet the evolving journey of a modern CEO, covering negotiation, crisis leadership, corporate governance, cyber security, and sustainability. The programme not only equips CEOs with essential skills but also provides them with nuanced perspectives, exposure, and a global network essential for navigating the complexities of today's business environment.
Here are some of the key highlights of the programme that make it stand out:
IIM Kozhikode advantage: Ranked #3 among the top B-schools in India by NIRF 2023, IIM Kozhikode offers participants the prestigious Executive Alumni Status. The programme is delivered by leading faculty experts like Prof. Deepa Sethi and Prof. Deepak Dhayanithy.
Live learning & campus immersion: The programme offers a transformative learning experience that seamlessly blends live sessions led by IIMK's esteemed faculty and on-campus immersion.
Agile leadership development: Participants of the programme are shaped into agile leaders through a 3-day on-campus experience where they gain practical insights and hone their leadership skills.
Global exposure with Kellogg modules: The immersion of participants into the global cohorts of two Kellogg Executive Education modules gives participants global exposure.
Tailored curriculum for modern CEOs: With a comprehensive curriculum designed to meet the evolving needs of a modern CEO, the programme curriculum covers strategic essentials, innovative technologies, and essential soft skills for a well-rounded leadership development experience.
Executive Alumni Status and networking opportunities: On successful completion of the program, participants will receive the prestigious IIM Kozhikode Executive Alumni Status and the opportunity to build a powerful network by connecting with industry leaders within the esteemed alumni community.
Industry-recognised education: Having top-ranked IIM education on the resume is going to enhance further the credibility and professional standing of the programme participants.
Hands-on learning experience: The programme gives comprehensive learning opportunities with online lectures, business simulations, insights from industry practitioners and a capstone project guided by IIMK faculty.
What to expect & who should apply
The programme promises more than just education; it serves as a catalyst for personal and professional transformation. Participants can expect to refine their leadership style, enhance decision-making skills, and develop a global mindset.
The Chief Executive Officer Programme is tailored for functional and business leaders looking to advance to the highest level of leadership. It is ideal for existing CXOs, new CEOs, and for founders aiming to master next-level capabilities in strategic decision-making, productivity, AI-led transformation, and boardroom management.
Programme details
Programme start date: March 30, 2024
Mode & duration: 12 months.
Live online sessions with IIMK (3 hours per week, Sunday, 3.30 PM to 6.30 PM IST) and 2 online modules by Kellogg Executive Education.
Programme fee: INR 6,20,000 (Enrolment Benefit valid till March 01, 2024)
Eligibility: Graduate / Diploma holder with a minimum of 10 years of work experience
Last date to register: 01 March, 2024
In a nutshell
The Chief Executive Officer Programme by IIM Kozhikode is a unique opportunity for leaders to reframe their future and navigate the complexities of the modern business landscape. This program stands out not only for its comprehensive curriculum, covering negotiation, crisis leadership, corporate governance, cyber security, and sustainability, but also for its strategic collaboration with Kellogg Executive Education. By being a part of the global cohort for Kellogg modules on AI Applications and Growth Strategies, participants gain a global edge. To secure a spot and benefit from a reduced programme fee, interested professionals are encouraged to apply before the February 15, 2024, deadline. Enrol now to seize the opportunity to transform your leadership journey, gain nuanced perspectives, and emerge as a visionary leader with a global mindset in the competitive world of business.
Disclaimer: This article has been produced on behalf of Emeritus by Times Internet’s Spotlight team.",Times Of India
Here's how Galaxy AI makes the Samsung Galaxy S24 Ultra a jaw-dropping device,"Updated: Feb 26, 2024, 18:38 IST","When it comes to captivating the world with technological progress, Samsung consistently stands out. With its latest flagship series, the Galaxy S24, Samsung has garnered attention for its remarkable offerings and features. From impressive AI capabilities to innovative NFC-synced cases, the tech powerhouse has undoubtedly revolutionised the smartphone landscape.If you seek a device representing the modern smartphone experience, look no further than the new Samsung Galaxy S24 Ultra —a device poised to steal the spotlight. Let's look at what makes this device a technological marvel!
The ground-breaking Circle to Search
Imagine you come across something interesting while browsing a website, scrolling through Instagram, or reading a group text. It could be an unfamiliar word, a city you've never visited, or a new coffee shop your friend recommended. With Circle to Search, you can instantly gather more information about it the moment your curiosity is sparked. All you've got to do is circle, highlight, scribble or tap — without switching apps. With Circle to Search, you can easily shop, look up a word, compare options etc. This is a great way to learn and know about things then and there, saving your Googling time.
Enter the world of Galaxy AI
It's an AI world, and now we are living in it! And why shouldn't your phone be AI-powered? The Galaxy S24 Ultra comes with Galaxy AI that brings features such as real-time translations during phone calls, generative picture editing, recording assist, note assist, chat assist etc. All these features will make your life easier with prompt responses to your technological struggles. For instance, the Recording Assist in Voice Recorder converts the free-flowing recorded conversations into text scripts, Live Translate helps translate foreign languages while the speaker is speaking, and Note Assist helps summarise your notes. With so many new features, the Samsung Galaxy S24 Ultra enthrals tech lovers with fascinating technology. You can now experience the *Galaxy App by scanning this QR code on your phone.

Get wowed by its anti-glare display
The Galaxy S24 Ultra boasts an impressive anti-glare display crafted from Corning Gorilla Armor glass, heralded as Samsung's ""most scratch-resistant yet"". This means you won't get scratches on your phone display while playing games which require scribbling/slashing etc. The Anti-glare display is useful when taking the phone out on a sunny day. It makes the screen darker, thus stopping the reflection that mars the viewing experience.
Record videos like never before with Ultra Video Mode
Beat the distance with the high-resolution camera sensor and telephoto camera, as they give incredibly crisp photos after zooming in. Zero in on your subject with 5x zoom. The result? 50MP of closer, crisper, clearer details. In addition to these features, the ability of Galaxy S24 Ultra to record in stunning 4K resolution at 60 FPS and even upto 120 FPS on all cameras ensures that every detail is captured with unparalleled clarity. This enhancement allows for incredibly smooth and detailed footage, perfect for capturing fast-paced action or creating dynamic slow-motion sequences. For those seeking exceptional video quality, the Galaxy S24 Ultra supports recording in mesmerising 8K resolution at 30FPS. This feature enables you to capture videos with exceptional detail and clarity, even with 5x zoom, providing a professional touch to your portrait pictures and videos. Utilising the advanced 5x sensor, experience heightened 5x night zoom video capabilities to capture moments with remarkable detail. With the specialised ISP Block, bid adieu to grainy, low-light videos and welcome enhanced clarity with reduced noise levels. It also supports up to 8K video recording and can be used to playback 8K videos.
Experience the unlimited potential of S Pen
The sleek, beautiful S pen is your shortcut to efficiency. Let your ideas flow and appear effortlessly on the screen as the S pen glides with great precision. Go beyond the pen and paper with the 0.7mm fine tip. The Air Action feature transforms your S Pen into a remote control for the Galaxy device. With a flick of your pen, open apps, control your tunes and effortlessly glide through your photos.
Truly a gamer's delight
Attention gamers! Play your favourite games with stunning QHD + Resolution and that too at silky-smooth frame rates, thanks to the Snapdragon 8 Gen 3's top-tier graphics processing power. Every detail of the visuals comes to life, thus delivering an immersive gaming experience right at your fingertips. The incredible 120Hz variable refresh rate is the cherry on the cake as gamers can experience smooth scrolling and more immersive graphics.Get ready for unprecedented detail and clarity, turning your mobile gaming sessions into visual delights. Not to forget the cool Vapour Chamber! Samsung has enlarged the dimensions of the Galaxy S24 Ultra's Vapour Chamber, this improves the heat dissipation for an uninterrupted graphics experience and peak performance. Additionally, the Galaxy S24 Ultra has introduced bypass charging, directing power to phone components without initially charging the battery. This innovative feature prevents overheating during intense gaming sessions, ensuring uninterrupted gameplay.
The Power of OneUI 6.1
The powerful One UI 6.1 brings a plethora of great changes to the device. From an interesting Quick Panel to new emoji designs, the One UI 6.1 lets you do your tasks effortlessly, just the way you like it. The software personalises your everyday experiences and lets you be more productive, all while keeping your data safe and secure.
For people who love different phone cases – NFC Synced Cases will leave you stunned!
Now, we won't be lying if we say this feature looks like something straight out of magic! How can the theme on your phone appear outside of it and occupy the entire phone as a phone case? Is that even possible? Yes, it is! Samsung Galaxy S24 takes the personalisation game to the next level with NFC-synced and flip cases effortlessly synchronising with Galaxy S24 Ultra, dynamically changing its wallpaper and theme to complement the case, accompanied by captivating animations. This feels as if someone just replaced the smartphone with another one altogether! The frame also seamlessly incorporates a sturdy titanium shield, ensuring unmatched durability and enhancing its stylish appeal.
The Samsung Galaxy S24 Ultra opens your world to tremendous possibilities that can enhance your day-to-day routine. What's even better is that now you can own the S series 24 at Rs. 3,334 per month. The device comes in seven different colours, all with fresh titanium-themed colours that match Samsung's first-ever titanium frame on a phone. These phones come in Titanium Black, Titanium Yellow, Titanium Gray, Titanium Violet, Titanium Green, Titanium Blue and Titanium Orange.
Explore how the Samsung Galaxy S24 Ultra can overhaul your everyday life here.
*'Try Galaxy' app operates only with Safari on iPhone 7 and above with iOS 14 or higher, and Samsung Galaxy S Series from S20 and above with the latest version of Android OS and Chrome browser.
Disclaimer: This article has been produced on behalf of Samsung by the Times Internet's Spotlight team.",Times Of India
"They supped & drank together on Monday night, backstabbed me on Tuesday, says Abhishek Singhvi","Updated: Feb 28, 2024, 02:32 IST","NEW DELHI: Abhishek Singhvi may be used to winning the knottiest of legal cases but on Tuesday, what he thought was a 'win' soon turned out to be a loss.
As the candidate for the lone HP seat, he ended up in an unexpected tie with rival Harsh Mahajan, thanks to cross-voting by some MLAs, necessitating a draw of lots to decide the result. As luck, or rather ill-luck, would have it, Singhvi did win the draw of lots, only to get eliminated in a cruel twist of fate.
The unusual way to pick a winner in the event of equal votes polled by candidates where only one RS seat is to be filled is thanks to Rule 75(4) of Conduct of Election Rules, 1961.
As per the rule, where two or more candidates get same value of votes for a lone RS seat, the candidate with the lowest number of original votes, where this number is same for all, is to be excluded by a draw of lots.
""The RO puts slips with names of the candidates in a box, which is shaken before the slips are drawn. The candidate whose slip is drawn is eliminated/excluded, and whose slip remains in the box is declared winner,"" an EC functionary explained. ""It is written in the stars and written by God. In a normal draw of lots, the name taken out wins. Under strange rule of EC the name taken out of the box, which was mine, loses... is excluded,"" Singhvi later said at a press conference.
SPONSORED LINKS 
YOU MAY LIKE
Master AI & ML Without Quitting Your Job
Great Learning
Sign Up
  by Taboola 
Singhvi said the nine MLAs who voted against him were with him and other party leaders even on Monday night, where they ""supped and drank together"". He said the experience of betrayal has taught him ""about human character, its fickleness and resoluteness both"".
He lashed out at BJP's ""new India"" philosophy of winning elections at all costs, ""more by crook, than by hook"".
Explore Your Financial Landscape with Personalized Credit Insights.",Times Of India
